person,filename,prompt_index,category,prompt,seed,identity_cosine_distance,face_size_px,passed,timestamp
teammate,teammate_0014.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10018,0.28,205.1999969482422,True,2026-08-23T20:09:10.236077
teammate,teammate_0015.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10015,0.3561,272.1000061035156,True,2026-08-23T20:09:16.383832
teammate,teammate_0016.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10017,0.3273,257.8999938964844,True,2026-08-23T20:09:22.490790
teammate,teammate_0017.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10019,0.2633,261.3999938964844,True,2026-08-23T20:09:28.886649
teammate,teammate_0018.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10021,0.287,260.8999938964844,True,2026-08-23T20:09:35.063548
teammate,teammate_0019.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10023,0.2694,207.0,True,2026-08-23T20:09:41.589535
teammate,teammate_0020.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10020,0.276,255.5,True,2026-08-23T20:09:49.028294
teammate,teammate_0021.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10022,0.233,165.1999969482422,True,2026-08-23T20:09:56.177694
teammate,teammate_0022.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10024,1.0,0.0,False,2026-08-23T20:10:03.257806
teammate,teammate_0022.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10025,0.3475,269.20001220703125,True,2026-08-23T20:10:10.538420
teammate,teammate_0023.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10027,1.0,0.0,False,2026-08-23T20:10:17.668498
teammate,teammate_0023.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10028,1.0,0.0,False,2026-08-23T20:10:24.357733
teammate,teammate_0023.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10029,0.3201,271.79998779296875,True,2026-08-23T20:10:31.740148
teammate,teammate_0024.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10031,0.3167,238.6999969482422,True,2026-08-23T20:10:39.946314
teammate,teammate_0025.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10025,0.3475,269.20001220703125,True,2026-08-23T20:13:06.853517
teammate,teammate_0026.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10027,1.0,0.0,False,2026-08-23T20:13:17.720956
teammate,teammate_0026.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10028,1.0,0.0,False,2026-08-23T20:13:25.394738
teammate,teammate_0026.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10029,0.3201,271.79998779296875,True,2026-08-23T20:13:33.144238
teammate,teammate_0027.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10031,0.3167,238.6999969482422,True,2026-08-23T20:13:40.599100
teammate,teammate_0028.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10033,0.2722,215.6000061035156,True,2026-08-23T20:13:48.152502
teammate,teammate_0029.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10035,0.2571,233.3999938964844,True,2026-08-23T20:13:55.662724
teammate,teammate_0030.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10030,0.2974,226.3999938964844,True,2026-08-23T20:14:03.456194
teammate,teammate_0031.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10032,1.0,0.0,False,2026-08-23T20:14:12.021772
teammate,teammate_0031.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10033,0.2722,215.6000061035156,True,2026-08-23T20:14:21.542737
teammate,teammate_0032.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10035,0.2571,233.3999938964844,True,2026-08-23T20:14:30.303676
teammate,teammate_0033.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10037,0.2761,219.8000030517578,True,2026-08-23T20:14:38.222448
teammate,teammate_0034.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10039,0.4241,272.29998779296875,False,2026-08-23T20:14:45.977723
teammate,teammate_0034.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10040,0.2547,244.8000030517578,True,2026-08-23T20:14:53.784923
teammate,teammate_0035.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10035,0.2571,233.3999938964844,True,2026-08-23T20:15:01.486115
teammate,teammate_0036.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10037,0.2761,219.8000030517578,True,2026-08-23T20:15:09.471789
teammate,teammate_0037.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10039,0.4241,272.29998779296875,False,2026-08-23T20:15:17.315817
teammate,teammate_0037.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10040,0.2547,244.8000030517578,True,2026-08-23T20:15:25.026493
teammate,teammate_0038.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10042,0.3066,265.70001220703125,True,2026-08-23T20:15:32.739453
teammate,teammate_0039.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10044,1.0,0.0,False,2026-08-23T20:15:40.377026
teammate,teammate_0039.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10045,1.0,0.0,False,2026-08-23T20:15:47.938035
teammate,teammate_0039.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10046,1.0,0.0,False,2026-08-23T20:15:55.419526
teammate,teammate_0039.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10047,0.3096,245.6999969482422,True,2026-08-23T20:16:03.208837
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10000,0.4596,214.8000030517578,False,2026-08-23T21:35:55.967508
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10001,1.0,0.0,False,2026-08-23T21:36:07.105211
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10002,1.0,0.0,False,2026-08-23T21:36:13.893371
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10003,1.0,0.0,False,2026-08-23T21:36:20.680312
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10004,0.4183,262.1000061035156,False,2026-08-23T21:36:27.798777
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10005,0.4425,254.0,False,2026-08-23T21:36:34.795001
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10006,1.0,0.0,False,2026-08-23T21:36:41.541416
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10007,1.0,0.0,False,2026-08-23T21:36:48.366094
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10008,0.4844,268.20001220703125,False,2026-08-23T21:36:55.472126
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10009,0.4928,247.8999938964844,False,2026-08-23T21:37:02.507564
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10010,0.4166,259.8999938964844,False,2026-08-23T21:37:09.511062
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10011,0.4887,236.3999938964844,False,2026-08-23T21:37:16.608253
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10012,0.5237,270.3999938964844,False,2026-08-23T21:37:23.577650
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10013,0.4228,182.8000030517578,False,2026-08-23T21:37:30.659093
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10014,0.5057,238.1000061035156,False,2026-08-23T21:37:37.775227
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10015,0.5172,254.3999938964844,False,2026-08-23T21:37:44.718355
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10016,0.4241,212.8000030517578,False,2026-08-23T21:37:51.871595
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10017,1.0,0.0,False,2026-08-23T21:37:58.952699
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10018,1.0,0.0,False,2026-08-23T21:38:05.791819
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10019,0.4177,244.3999938964844,False,2026-08-23T21:38:12.829167
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10000,0.4596,214.8000030517578,True,2026-08-23T21:41:50.595657
me,me_0001.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10002,1.0,0.0,False,2026-08-23T21:41:57.355460
me,me_0001.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10003,0.4993,270.8999938964844,True,2026-08-23T21:42:04.062849
me,me_0002.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10005,0.5,264.6000061035156,True,2026-08-23T21:42:10.914278
me,me_0003.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10007,1.0,0.0,False,2026-08-23T21:42:17.733020
me,me_0003.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10008,0.4844,268.20001220703125,True,2026-08-23T21:42:24.717299
me,me_0004.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10010,0.4927,262.70001220703125,True,2026-08-23T21:42:31.724709
me,me_0005.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10005,0.5,264.6000061035156,True,2026-08-23T21:42:38.856677
me,me_0006.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10007,1.0,0.0,False,2026-08-23T21:42:45.264244
me,me_0006.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10008,0.4844,268.20001220703125,True,2026-08-23T21:42:51.915326
me,me_0007.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10010,0.4927,262.70001220703125,True,2026-08-23T21:42:58.722683
me,me_0008.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10012,0.431,160.6999969482422,True,2026-08-23T21:43:05.549130
me,me_0009.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10014,0.5057,238.1000061035156,False,2026-08-23T21:43:12.383050
me,me_0009.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10015,0.5172,254.3999938964844,False,2026-08-23T21:43:19.084365
me,me_0009.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10016,0.4241,212.8000030517578,True,2026-08-23T21:43:25.861984
me,me_0010.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10010,0.4927,262.70001220703125,True,2026-08-23T21:43:32.730385
me,me_0011.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10012,0.431,160.6999969482422,True,2026-08-23T21:43:39.438989
me,me_0012.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10014,0.5057,238.1000061035156,False,2026-08-23T21:43:46.384343
me,me_0012.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10015,0.5172,254.3999938964844,False,2026-08-23T21:43:53.637955
me,me_0012.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10016,0.4241,212.8000030517578,True,2026-08-23T21:44:00.741333
me,me_0013.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10018,0.4778,271.0,True,2026-08-23T21:44:07.628742
me,me_0014.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10020,0.511,268.5,False,2026-08-23T21:44:14.893596
me,me_0014.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10021,0.4158,233.3999938964844,True,2026-08-23T21:44:21.916016
me,me_0009.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10009,0.4928,247.8999938964844,True,2026-08-23T21:46:18.706797
me,me_0010.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10011,0.4084,214.0,True,2026-08-23T21:46:25.573686
me,me_0011.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10013,0.5127,260.0,False,2026-08-23T21:46:32.763470
me,me_0011.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10014,0.5128,253.6000061035156,False,2026-08-23T21:46:40.389379
me,me_0011.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10015,0.428,231.8999938964844,True,2026-08-23T21:46:48.053520
me,me_0012.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10017,1.0,0.0,False,2026-08-23T21:46:55.086121
me,me_0012.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10018,1.0,0.0,False,2026-08-23T21:47:02.339190
me,me_0012.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10019,0.4177,244.3999938964844,True,2026-08-23T21:47:09.519727
me,me_0013.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10021,0.5157,264.1000061035156,False,2026-08-23T21:47:16.624715
me,me_0013.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10022,0.4731,264.5,True,2026-08-23T21:47:23.773409
me,me_0011.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10011,0.5061,236.0,False,2026-08-23T21:47:30.872377
me,me_0011.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10012,0.431,160.6999969482422,True,2026-08-23T21:47:38.088237
me,me_0012.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10014,0.5057,238.1000061035156,False,2026-08-23T21:47:45.372100
me,me_0012.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10015,0.5172,254.3999938964844,False,2026-08-23T21:47:52.572956
me,me_0012.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10016,0.4241,212.8000030517578,True,2026-08-23T21:47:59.866479
me,me_0013.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10013,0.4801,241.6000061035156,True,2026-08-23T21:48:06.986329
me,me_0014.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10015,0.428,231.8999938964844,True,2026-08-23T21:48:14.006310
me,me_0015.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10017,1.0,0.0,False,2026-08-23T21:48:20.707659
me,me_0015.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10018,1.0,0.0,False,2026-08-23T21:48:27.581374
me,me_0015.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10019,0.4177,244.3999938964844,True,2026-08-23T21:48:34.922040
me,me_0016.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10021,0.5157,264.1000061035156,False,2026-08-23T21:48:42.371742
me,me_0016.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10022,0.4731,264.5,True,2026-08-23T21:48:49.741488
me,me_0017.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10024,1.0,0.0,False,2026-08-23T21:48:56.727300
me,me_0017.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10025,0.4848,256.1000061035156,True,2026-08-23T21:49:03.969521
me,me_0019.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10019,0.4088,253.1000061035156,True,2026-08-23T23:30:17.422201
me,me_0020.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10021,0.4094,221.1000061035156,True,2026-08-23T23:30:29.090896
